age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;subscribed
59;management;married;university.degree;no;yes;no;cellular;aug;wed;77.0;1.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
56;entrepreneur;married;university.degree;no;no;no;cellular;apr;thu;24.0;1.0;999.0;0.0;nonexistent;-1.8;93.075;-47.1;;5099.1;no
29;technician;single;university.degree;no;yes;yes;cellular;aug;wed;626.0;3.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.967;5228.1;no
36;blue-collar;single;high.school;no;no;no;telephone;may;mon;396.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
45;technician;married;professional.course;no;no;no;cellular;oct;thu;504.0;1.0;6.0;1.0;success;-3.4;92.431;-26.9;;5017.5;yes
40;admin.;divorced;high.school;no;yes;no;telephone;sep;fri;101.0;1.0;999.0;0.0;nonexistent;-3.4;92.379;-29.8;0.803;5017.5;no
33;blue-collar;married;basic.4y;unknown;no;no;telephone;may;tue;210.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no
38;admin.;married;university.degree;no;no;no;cellular;sep;thu;79.0;2.0;999.0;0.0;nonexistent;-1.1;94.199;-37.5;0.879;4963.6;no
60;admin.;married;university.degree;unknown;no;no;telephone;jun;wed;521.0;11.0;999.0;0.0;nonexistent;1.4;94.465;-41.8;4.962;5228.1;no
33;self-employed;single;high.school;no;no;no;cellular;may;tue;141.0;1.0;999.0;0.0;nonexistent;-1.8;92.893;-46.2;1.291;5099.1;no
41;management;married;university.degree;no;no;no;cellular;may;thu;247.0;1.0;999.0;0.0;nonexistent;-1.8;92.893;-46.2;1.327;5099.1;no
45;blue-collar;married;high.school;no;yes;yes;cellular;nov;mon;449.0;2.0;5.0;3.0;success;-1.1;94.767;-50.8;1.05;4963.6;yes
45;services;divorced;high.school;no;yes;yes;cellular;jul;wed;230.0;3.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;;5228.1;no
32;blue-collar;married;basic.4y;no;no;no;telephone;sep;wed;606.0;3.0;3.0;4.0;success;-1.1;94.199;-37.5;0.88;4963.6;yes
52;management;divorced;university.degree;unknown;no;no;cellular;nov;mon;79.0;2.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;;5195.8;no
36;technician;married;high.school;no;no;no;telephone;oct;wed;157.0;1.0;999.0;0.0;nonexistent;-0.1;93.798;-40.4;4.936;5195.8;yes
32;admin.;married;university.degree;no;yes;no;cellular;jul;thu;122.0;17.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;4.958;5228.1;no
50;admin.;single;university.degree;no;no;no;cellular;jul;wed;102.0;1.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;;5228.1;no
28;admin.;single;high.school;no;yes;no;telephone;jul;thu;123.0;1.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;;5228.1;no
30;technician;married;university.degree;no;no;no;telephone;may;fri;282.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;;5191.0;no
40;admin.;divorced;university.degree;no;yes;no;cellular;aug;mon;257.0;1.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
33;services;married;high.school;no;no;no;cellular;may;thu;192.0;1.0;999.0;1.0;failure;-1.8;93.876;-40.0;;5008.7;yes
32;blue-collar;married;basic.9y;no;yes;no;telephone;jun;mon;39.0;1.0;999.0;0.0;nonexistent;1.4;94.465;-41.8;;5228.1;no
28;entrepreneur;married;basic.9y;unknown;yes;no;telephone;may;thu;733.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;yes
60;retired;married;basic.4y;no;no;no;cellular;oct;mon;98.0;1.0;999.0;0.0;nonexistent;-3.4;92.431;-26.9;;5017.5;yes
34;technician;married;professional.course;no;yes;no;cellular;nov;tue;336.0;4.0;999.0;0.0;nonexistent;-3.4;92.649;-30.1;;5017.5;yes
47;admin.;married;university.degree;unknown;yes;no;telephone;may;mon;176.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
52;admin.;married;professional.course;no;no;no;cellular;jul;tue;606.0;1.0;999.0;0.0;nonexistent;-1.7;94.215;-40.3;0.893;4991.6;yes
31;housemaid;single;university.degree;no;no;no;cellular;nov;mon;159.0;4.0;999.0;0.0;nonexistent;-1.1;94.767;-50.8;;4963.6;no
36;technician;married;professional.course;no;no;no;cellular;aug;mon;663.0;3.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;yes
40;blue-collar;married;basic.4y;unknown;no;no;cellular;jul;thu;724.0;1.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;yes
57;retired;married;basic.4y;no;yes;yes;cellular;jun;tue;162.0;3.0;999.0;0.0;nonexistent;-2.9;92.963;-40.8;;5076.2;yes
32;admin.;married;university.degree;no;no;no;cellular;jul;wed;543.0;3.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;yes
32;admin.;divorced;high.school;no;no;no;cellular;may;fri;25.0;1.0;999.0;0.0;nonexistent;-1.8;92.893;-46.2;1.25;5099.1;no
33;services;married;high.school;no;yes;no;cellular;may;wed;1512.0;1.0;999.0;1.0;failure;-1.8;92.893;-46.2;1.281;5099.1;yes
30;technician;single;professional.course;no;no;yes;cellular;nov;tue;835.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;;5195.8;yes
52;housemaid;married;basic.4y;unknown;yes;no;telephone;jun;mon;65.0;1.0;999.0;0.0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
58;retired;married;basic.4y;no;no;no;cellular;sep;wed;394.0;1.0;999.0;0.0;nonexistent;-3.4;92.379;-29.8;;5017.5;yes
33;services;married;high.school;no;yes;no;cellular;aug;wed;417.0;1.0;999.0;0.0;nonexistent;-2.9;92.201;-31.4;;5076.2;yes
28;technician;single;professional.course;no;yes;no;cellular;jun;tue;318.0;1.0;999.0;0.0;nonexistent;-2.9;92.963;-40.8;;5076.2;yes
25;student;single;high.school;no;yes;no;cellular;may;thu;959.0;3.0;999.0;1.0;failure;-1.8;92.893;-46.2;;5099.1;yes
42;blue-collar;married;basic.9y;no;yes;yes;telephone;may;mon;673.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;;5191.0;yes
40;technician;married;university.degree;no;yes;no;cellular;jul;thu;296.0;3.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
38;services;single;high.school;no;no;no;cellular;sep;fri;256.0;2.0;999.0;0.0;nonexistent;-1.1;94.199;-37.5;;4963.6;yes
27;admin.;single;university.degree;no;no;no;cellular;sep;wed;397.0;1.0;999.0;0.0;nonexistent;-3.4;92.379;-29.8;0.781;5017.5;yes
-86;admin.;single;high.school;no;yes;no;cellular;nov;thu;141.0;4.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;;5195.8;no
50;housemaid;married;basic.4y;no;no;no;cellular;aug;mon;343.0;1.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;;5228.1;no
54;technician;married;professional.course;no;yes;no;cellular;aug;wed;14.0;10.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;;5228.1;no
34;admin.;single;high.school;no;no;no;cellular;mar;tue;469.0;1.0;6.0;2.0;success;-1.8;93.369;-34.8;;5008.7;yes
31;admin.;married;university.degree;no;yes;no;cellular;sep;thu;193.0;1.0;999.0;0.0;nonexistent;-1.1;94.199;-37.5;;4963.6;yes
57;technician;married;professional.course;no;yes;no;cellular;apr;tue;324.0;1.0;999.0;0.0;nonexistent;-1.8;93.075;-47.1;1.423;5099.1;yes
42;technician;divorced;high.school;no;yes;no;cellular;may;wed;228.0;2.0;999.0;1.0;failure;-1.8;92.893;-46.2;1.281;5099.1;no
28;self-employed;married;professional.course;no;yes;yes;telephone;may;wed;85.0;3.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
44;entrepreneur;married;professional.course;no;no;no;cellular;jul;fri;56.0;1.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;;5228.1;no
41;blue-collar;married;basic.6y;unknown;yes;no;telephone;jun;mon;75.0;3.0;999.0;0.0;nonexistent;1.4;94.465;-41.8;;5228.1;no
27;unemployed;married;basic.6y;unknown;yes;no;cellular;jul;wed;62.0;1.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;;5228.1;no
27;management;married;basic.9y;no;no;yes;cellular;jul;mon;174.0;3.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;;5228.1;no
43;admin.;single;university.degree;no;no;no;cellular;nov;mon;507.0;2.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;;5195.8;no
48;services;married;high.school;unknown;no;no;telephone;may;tue;162.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no
31;blue-collar;single;unknown;no;yes;no;telephone;jun;mon;400.0;1.0;999.0;0.0;nonexistent;1.4;94.465;-41.8;;5228.1;no
70;retired;married;basic.4y;no;no;no;cellular;dec;wed;546.0;2.0;999.0;0.0;nonexistent;-3.0;92.713;-33.0;0.715;5023.5;yes
29;services;divorced;high.school;no;no;no;telephone;may;wed;869.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;;5191.0;no
33;services;single;high.school;no;no;no;telephone;jun;mon;326.0;3.0;999.0;0.0;nonexistent;1.4;94.465;-41.8;;5228.1;no
46;blue-collar;married;high.school;unknown;no;no;cellular;jul;thu;134.0;1.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;;5228.1;no
41;management;married;basic.6y;unknown;yes;no;cellular;nov;mon;264.0;4.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;;5195.8;no
57;housemaid;married;basic.4y;no;no;no;cellular;apr;wed;224.0;2.0;6.0;1.0;success;-1.8;93.749;-34.6;0.642;5008.7;yes
38;blue-collar;married;basic.9y;no;yes;yes;telephone;may;fri;57.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;;5191.0;no
41;admin.;single;high.school;no;yes;no;cellular;aug;mon;606.0;1.0;6.0;1.0;success;-2.9;92.201;-31.4;0.861;5076.2;yes
29;entrepreneur;single;university.degree;no;yes;yes;cellular;apr;fri;268.0;1.0;999.0;1.0;failure;-1.8;93.075;-47.1;1.405;5099.1;no
40;technician;single;university.degree;no;yes;yes;cellular;aug;fri;150.0;2.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;no
34;technician;divorced;professional.course;no;yes;no;telephone;may;wed;175.0;1.0;999.0;0.0;nonexistent;-1.8;92.893;-46.2;;5099.1;no
36;technician;married;professional.course;no;no;no;telephone;jun;mon;183.0;1.0;999.0;0.0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
30;technician;single;professional.course;no;no;no;cellular;may;fri;1015.0;1.0;999.0;0.0;nonexistent;-1.8;92.893;-46.2;;5099.1;yes
37;blue-collar;married;basic.9y;no;yes;yes;cellular;may;thu;356.0;1.0;999.0;0.0;nonexistent;-1.8;92.893;-46.2;1.327;5099.1;no
48;technician;single;professional.course;no;yes;no;cellular;apr;tue;159.0;3.0;999.0;0.0;nonexistent;-1.8;93.749;-34.6;;5008.7;yes
36;admin.;divorced;high.school;no;yes;yes;telephone;jun;fri;354.0;5.0;999.0;0.0;nonexistent;1.4;94.465;-41.8;;5228.1;no
45;blue-collar;married;basic.4y;unknown;yes;no;cellular;may;tue;335.0;2.0;999.0;1.0;failure;-1.8;92.893;-46.2;;5099.1;no
32;management;single;university.degree;unknown;yes;yes;telephone;may;tue;326.0;3.0;999.0;1.0;failure;-1.8;92.893;-46.2;1.291;5099.1;no
42;technician;married;professional.course;no;yes;no;cellular;aug;tue;607.0;3.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;yes
39;admin.;married;university.degree;no;yes;yes;cellular;jul;thu;604.0;2.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
34;admin.;married;university.degree;no;no;no;cellular;may;wed;138.0;2.0;999.0;0.0;nonexistent;-1.8;92.893;-46.2;1.334;5099.1;no
30;admin.;married;unknown;no;yes;no;cellular;jun;fri;207.0;2.0;4.0;1.0;success;-2.9;92.963;-40.8;;5076.2;yes
26;admin.;single;high.school;no;no;no;cellular;apr;mon;785.0;1.0;999.0;0.0;nonexistent;-1.8;93.075;-47.1;;5099.1;yes
37;housemaid;married;high.school;unknown;no;yes;cellular;aug;thu;534.0;2.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;no
40;technician;single;professional.course;no;yes;no;cellular;apr;fri;53.0;1.0;999.0;1.0;failure;-1.8;93.075;-47.1;1.405;5099.1;no
66;retired;married;basic.4y;no;yes;yes;telephone;nov;thu;1127.0;1.0;999.0;0.0;nonexistent;-3.4;92.649;-30.1;0.714;5017.5;yes
36;admin.;married;university.degree;no;yes;no;telephone;nov;mon;1735.0;2.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;no
30;admin.;married;high.school;no;yes;no;cellular;jul;fri;53.0;6.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;4.959;5228.1;no
48;technician;married;unknown;no;yes;no;telephone;may;mon;429.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;;5191.0;no
31;admin.;married;university.degree;no;no;no;cellular;nov;thu;282.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;;5195.8;no
44;blue-collar;divorced;basic.4y;unknown;yes;yes;cellular;apr;mon;542.0;3.0;999.0;2.0;failure;-1.8;93.075;-47.1;1.405;5099.1;no
41;entrepreneur;divorced;professional.course;no;yes;no;cellular;jul;thu;194.0;1.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
41;technician;married;professional.course;no;no;no;telephone;may;thu;112.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;;5191.0;no
42;admin.;divorced;university.degree;no;no;no;telephone;may;tue;305.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
34;technician;divorced;professional.course;no;unknown;unknown;telephone;may;tue;532.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
29;services;married;professional.course;no;no;no;cellular;aug;tue;836.0;3.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;yes
39;blue-collar;married;basic.9y;no;no;yes;telephone;may;fri;67.0;3.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.864;5191.0;no
25;student;single;high.school;no;no;no;cellular;jun;mon;485.0;2.0;999.0;0.0;nonexistent;-1.7;94.055;-39.8;;4991.6;yes
35;blue-collar;married;unknown;unknown;no;no;cellular;jul;tue;560.0;1.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;;5228.1;yes
50;blue-collar;single;professional.course;no;no;no;cellular;may;wed;425.0;2.0;999.0;0.0;nonexistent;-1.8;92.893;-46.2;;5099.1;no
39;blue-collar;single;basic.9y;no;yes;no;cellular;nov;mon;78.0;2.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;;5195.8;no
51;technician;married;high.school;no;no;no;cellular;jul;mon;284.0;1.0;6.0;3.0;success;-1.7;94.215;-40.3;;4991.6;yes
39;self-employed;married;basic.4y;unknown;no;no;cellular;nov;wed;159.0;1.0;999.0;1.0;failure;-0.1;93.2;-42.0;4.12;5195.8;no
34;blue-collar;single;basic.9y;unknown;yes;no;cellular;apr;mon;90.0;;999.0;1.0;failure;-1.8;93.075;-47.1;1.405;5099.1;no
35;management;married;university.degree;no;yes;no;cellular;nov;fri;579.0;9.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.021;5195.8;yes
37;technician;married;high.school;unknown;no;yes;cellular;may;thu;102.0;6.0;999.0;0.0;nonexistent;-1.8;92.893;-46.2;1.266;5099.1;no
41;services;married;basic.9y;no;no;no;telephone;may;tue;335.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no
37;unemployed;married;professional.course;no;yes;no;telephone;may;fri;3631.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.864;5191.0;yes
27;admin.;single;university.degree;no;yes;no;cellular;may;mon;490.0;2.0;999.0;0.0;nonexistent;-1.8;92.893;-46.2;;5099.1;no
43;technician;married;university.degree;no;yes;no;cellular;nov;fri;330.0;2.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.021;5195.8;no
46;management;married;university.degree;no;yes;no;telephone;jun;thu;234.0;3.0;999.0;0.0;nonexistent;1.4;94.465;-41.8;;5228.1;no
46;admin.;married;high.school;no;yes;yes;cellular;jul;tue;396.0;1.0;13.0;2.0;success;-1.7;94.215;-40.3;;4991.6;yes
74;retired;married;basic.9y;no;yes;no;cellular;oct;thu;134.0;2.0;6.0;1.0;success;-3.4;92.431;-26.9;;5017.5;yes
38;technician;single;professional.course;unknown;yes;no;telephone;jun;mon;127.0;1.0;999.0;0.0;nonexistent;1.4;94.465;-41.8;;5228.1;no
33;admin.;single;high.school;no;yes;no;cellular;apr;fri;191.0;1.0;999.0;2.0;failure;-1.8;93.075;-47.1;1.405;5099.1;no
53;blue-collar;married;basic.4y;no;no;yes;telephone;jun;mon;340.0;2.0;999.0;0.0;nonexistent;1.4;94.465;-41.8;;5228.1;no
41;technician;married;professional.course;no;no;no;cellular;oct;thu;173.0;2.0;999.0;0.0;nonexistent;-3.4;92.431;-26.9;;5017.5;no
50;entrepreneur;married;basic.9y;no;yes;no;telephone;may;mon;331.0;5.0;999.0;0.0;nonexistent;-1.8;92.893;-46.2;;5099.1;yes
31;blue-collar;married;basic.6y;no;yes;yes;cellular;may;thu;298.0;1.0;999.0;0.0;nonexistent;-1.8;92.893;-46.2;;5099.1;no
31;technician;married;university.degree;no;yes;yes;cellular;oct;tue;203.0;4.0;6.0;2.0;success;-1.1;94.601;-49.5;0.982;4963.6;yes
42;blue-collar;married;high.school;no;yes;no;cellular;apr;mon;89.0;3.0;999.0;0.0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no
30;admin.;single;university.degree;no;no;no;telephone;may;wed;819.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.858;5191.0;yes
33;management;divorced;university.degree;no;yes;no;cellular;jun;wed;187.0;1.0;999.0;0.0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2;yes
29;unemployed;married;university.degree;no;yes;no;cellular;jul;thu;738.0;3.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;4.958;5228.1;no
37;admin.;single;high.school;no;no;no;cellular;jul;thu;609.0;2.0;7.0;3.0;success;-1.7;94.215;-40.3;;4991.6;yes
29;technician;married;university.degree;no;no;no;telephone;jul;thu;240.0;1.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;;5228.1;no
47;admin.;divorced;university.degree;no;yes;no;telephone;jun;fri;2653.0;3.0;999.0;0.0;nonexistent;1.4;94.465;-41.8;4.967;5228.1;yes
49;blue-collar;married;basic.4y;no;yes;no;cellular;sep;tue;133.0;2.0;999.0;0.0;nonexistent;-3.4;92.379;-29.8;0.77;5017.5;no
36;management;married;university.degree;no;no;yes;cellular;apr;wed;180.0;2.0;999.0;0.0;nonexistent;-1.8;93.075;-47.1;1.445;5099.1;no
43;management;married;unknown;no;no;no;telephone;may;fri;204.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;;5191.0;no
39;technician;single;university.degree;no;no;no;cellular;jul;wed;31.0;1.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;;5228.1;no
28;student;single;unknown;no;no;no;cellular;aug;thu;700.0;4.0;999.0;1.0;failure;-2.9;92.201;-31.4;;5076.2;yes
36;technician;married;professional.course;no;no;no;telephone;jun;wed;183.0;9.0;999.0;0.0;nonexistent;1.4;94.465;-41.8;;5228.1;no
35;blue-collar;married;basic.6y;no;yes;no;telephone;may;fri;115.0;6.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;;5191.0;no
29;technician;single;professional.course;no;no;no;cellular;nov;fri;1480.0;3.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;;5195.8;yes
24;blue-collar;single;high.school;no;unknown;unknown;telephone;may;mon;70.0;3.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
36;admin.;single;high.school;no;yes;no;cellular;apr;fri;245.0;5.0;999.0;0.0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no
55;unemployed;single;basic.4y;unknown;unknown;unknown;telephone;may;fri;147.0;7.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;;5191.0;no
29;admin.;single;university.degree;no;yes;no;telephone;jul;thu;109.0;3.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;;5228.1;no
36;admin.;married;high.school;no;no;no;telephone;may;wed;97.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;;5191.0;no
32;technician;single;university.degree;no;yes;no;telephone;may;wed;269.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;;5191.0;no
34;admin.;single;university.degree;no;no;no;cellular;nov;fri;229.0;3.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.021;5195.8;no
56;management;married;university.degree;no;yes;no;cellular;jul;tue;90.0;1.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
31;blue-collar;single;high.school;no;no;no;cellular;may;fri;325.0;1.0;999.0;0.0;nonexistent;-1.8;92.893;-46.2;;5099.1;no
29;admin.;single;university.degree;no;yes;no;cellular;jul;fri;243.0;1.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;;5228.1;no
26;admin.;single;high.school;no;no;no;telephone;may;tue;109.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;;5191.0;no
53;blue-collar;married;basic.4y;unknown;yes;no;telephone;aug;tue;1186.0;4.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;yes
46;admin.;married;high.school;no;no;no;cellular;jul;mon;76.0;10.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
35;blue-collar;married;basic.9y;no;no;no;cellular;may;tue;280.0;2.0;999.0;1.0;failure;-1.8;92.893;-46.2;;5099.1;no
28;blue-collar;married;basic.6y;no;yes;no;cellular;may;thu;933.0;4.0;999.0;0.0;nonexistent;-1.8;92.893;-46.2;;5099.1;yes
45;unemployed;married;professional.course;unknown;no;no;cellular;sep;thu;679.0;1.0;999.0;0.0;nonexistent;-1.1;94.199;-37.5;;4963.6;yes
39;admin.;married;basic.6y;unknown;no;no;cellular;jul;wed;1176.0;1.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;yes
38;blue-collar;single;basic.4y;no;yes;no;telephone;jun;mon;108.0;1.0;999.0;0.0;nonexistent;1.4;94.465;-41.8;;5228.1;no
46;technician;divorced;professional.course;no;yes;no;cellular;aug;thu;81.0;6.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;no
39;services;married;high.school;no;yes;no;telephone;may;tue;34.0;12.0;999.0;0.0;nonexistent;-1.8;92.893;-46.2;;5099.1;no
31;blue-collar;married;basic.9y;no;no;no;telephone;may;tue;935.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;;5191.0;yes
41;services;married;high.school;unknown;yes;yes;telephone;jun;tue;31.0;1.0;999.0;0.0;nonexistent;1.4;94.465;-41.8;;5228.1;no
45;admin.;single;professional.course;no;yes;no;telephone;may;wed;565.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;;5191.0;yes
59;retired;married;high.school;no;yes;no;cellular;aug;wed;625.0;5.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;;5228.1;yes
52;technician;married;basic.9y;unknown;no;no;telephone;may;tue;62.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no
40;blue-collar;married;basic.9y;unknown;no;no;cellular;jul;mon;163.0;4.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;4.96;5228.1;no
31;technician;married;university.degree;no;no;no;cellular;aug;thu;56.0;2.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;;5228.1;no
29;services;single;high.school;no;yes;no;cellular;may;mon;14.0;8.0;999.0;0.0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
45;blue-collar;married;unknown;no;no;no;cellular;apr;fri;278.0;1.0;999.0;0.0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no
31;admin.;married;university.degree;no;yes;yes;cellular;aug;thu;12.0;5.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;no
44;blue-collar;married;basic.6y;unknown;yes;no;telephone;may;fri;194.0;3.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;;5191.0;no
53;admin.;married;university.degree;no;yes;yes;cellular;jul;wed;205.0;1.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
59;unknown;married;unknown;unknown;no;no;telephone;may;mon;130.0;3.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;;5191.0;no
-58;management;married;university.degree;no;yes;no;telephone;nov;mon;76.0;1.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;;5195.8;no
45;admin.;married;university.degree;no;no;no;telephone;jun;mon;281.0;4.0;999.0;0.0;nonexistent;1.4;94.465;-41.8;;5228.1;no
36;technician;married;professional.course;no;no;no;telephone;nov;thu;159.0;2.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;;5195.8;no
33;admin.;married;university.degree;no;yes;no;cellular;apr;thu;124.0;1.0;999.0;0.0;nonexistent;-1.8;93.075;-47.1;1.41;5099.1;no
45;services;married;basic.4y;no;no;no;telephone;jul;tue;152.0;4.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;;5228.1;no
42;technician;married;professional.course;unknown;yes;no;cellular;aug;tue;1059.0;3.0;999.0;0.0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
37;blue-collar;married;basic.9y;no;no;no;telephone;jun;mon;123.0;2.0;999.0;0.0;nonexistent;1.4;94.465;-41.8;;5228.1;no
34;unemployed;married;high.school;no;yes;no;cellular;nov;thu;562.0;2.0;999.0;0.0;nonexistent;-0.1;93.2;-42.0;4.076;5195.8;yes
31;technician;single;university.degree;no;no;no;cellular;nov;tue;110.0;1.0;999.0;1.0;failure;-0.1;93.2;-42.0;4.153;5195.8;no
60;retired;divorced;basic.4y;no;no;no;cellular;apr;tue;465.0;4.0;999.0;0.0;nonexistent;-1.8;93.075;-47.1;;5099.1;yes
57;blue-collar;divorced;basic.9y;no;yes;no;telephone;jun;tue;45.0;2.0;999.0;0.0;nonexistent;1.4;94.465;-41.8;4.864;5228.1;no
56;retired;married;university.degree;no;no;no;cellular;aug;tue;634.0;3.0;999.0;1.0;failure;-1.7;94.027;-38.3;;4991.6;yes
45;admin.;married;university.degree;no;yes;yes;cellular;may;tue;826.0;1.0;999.0;0.0;nonexistent;-1.8;92.893;-46.2;1.291;5099.1;yes
33;blue-collar;single;basic.6y;no;yes;no;cellular;may;tue;731.0;3.0;999.0;1.0;failure;-1.8;92.893;-46.2;;5099.1;yes
25;unemployed;single;high.school;unknown;no;no;telephone;may;wed;694.0;2.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;;5191.0;yes
36;blue-collar;married;unknown;unknown;no;no;telephone;may;tue;127.0;1.0;999.0;0.0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no
56;blue-collar;married;basic.4y;unknown;no;no;telephone;jun;wed;36.0;4.0;999.0;0.0;nonexistent;1.4;94.465;-41.8;;5228.1;no
28;admin.;single;basic.9y;no;yes;no;cellular;jul;mon;387.0;2.0;999.0;0.0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
