instant;date;month;hour;holiday;weekday;workingday;weather;temperature;humidity;windspeed;count
1821;2012-04-16;4;20;1.00;1;False;clear;26.78;37.00;20.00;375
1822;2012-06-18;6;19;0.00;1;True;cloudy;21.14;73.00;6.00;463
1823;2012-07-30;7;17;0.00;1;True;clear;27.72;55.00;22.00;827
1824;2012-01-02;1;7;1.00;1;False;clear;3.28;32.00;26.00;16
1825;2012-02-24;2;2;0.00;5;True;light rain/snow;11.74;77.00;19.00;5
1826;2012-11-12;11;10;1.00;1;False;clear;14.56;77.00;11.00;266
1827;2012-04-11;4;8;0.00;3;True;clear;6.10;49.00;15.00;595
1828;2012-03-26;3;13;0.00;1;True;clear;14.56;29.00;46.00;301
1829;2012-07-24;7;6;0.00;2;True;clear;23.02;83.00;9.00;190
1830;2012-10-31;10;0;0.00;3;True;cloudy;6.10;81.00;7.00;16
1831;2012-01-28;1;16;0.00;6;False;clear;11.74;44.00;24.00;407
1832;2012-09-19;9;19;0.00;3;True;clear;18.32;43.00;15.00;611
1833;2012-05-07;5;20;0.00;1;True;clear;17.38;52.00;19.00;323
1834;2012-11-30;11;5;0.00;5;True;clear;1.40;80.00;0.00;40
1835;2012-09-21;9;9;0.00;5;True;clear;19.26;68.00;9.00;383
1836;2012-11-07;11;15;0.00;3;True;cloudy;7.04;53.00;20.00;198
1837;2012-09-13;9;4;0.00;4;True;clear;16.44;83.00;0.00;6
1838;2012-11-26;11;12;0.00;1;True;clear;11.74;35.00;7.00;210
1839;2012-04-13;4;16;0.00;5;True;clear;18.32;26.00;17.00;463
1840;2012-07-05;7;12;0.00;4;True;clear;34.30;35.00;24.00;276
1841;2012-09-09;9;22;0.00;0;False;clear;19.26;49.00;17.00;189
1842;2012-07-31;7;6;0.00;2;True;clear;22.08;89.00;11.00;194
1843;2012-05-16;5;0;0.00;3;True;cloudy;19.26;88.00;0.00;39
1844;2012-01-02;1;10;1.00;1;False;clear;4.22;35.00;19.00;109
1845;2012-02-07;2;17;0.00;2;True;clear;12.68;35.00;13.00;509
1846;2012-05-01;5;2;0.00;2;True;cloudy;15.50;72.00;6.00;8
1847;2012-03-24;3;12;0.00;6;False;light rain/snow;16.44;94.00;15.00;183
1848;2012-06-11;6;23;0.00;1;True;cloudy;24.90;58.00;15.00;80
1849;2012-05-24;5;19;0.00;4;True;clear;24.90;61.00;20.00;492
1850;2012-08-29;8;20;0.00;3;True;clear;23.96;57.00;0.00;427
1851;2012-12-21;12;11;0.00;5;True;cloudy;7.04;42.00;28.00;162
1852;2012-04-04;4;4;0.00;3;True;clear;11.74;67.00;6.00;1
1853;2012-12-24;12;11;0.00;1;True;cloudy;4.22;60.00;11.00;124
1854;2012-06-05;6;16;0.00;2;True;clear;20.20;43.00;13.00;473
1855;2012-07-25;7;11;0.00;3;True;clear;27.72;33.00;0.00;281
1856;2012-10-21;10;6;0.00;0;False;clear;10.80;62.00;0.00;26
1857;2012-11-18;11;8;0.00;0;False;clear;6.10;75.00;17.00;119
1858;2012-01-07;1;7;0.00;6;False;clear;2.34;87.00;13.00;20
1859;2012-07-23;7;6;0.00;1;True;cloudy;23.96;89.00;6.00;157
1860;2012-11-04;11;1;0.00;0;False;clear;4.22;81.00;6.00;165
1861;2012-04-09;4;6;0.00;1;True;clear;11.74;26.00;15.00;111
1862;2012-11-03;11;10;0.00;6;False;clear;8.92;46.00;26.00;328
1863;2012-12-26;12;14;0.00;3;True;light rain/snow;2.34;93.00;17.00;20
1864;2012-08-23;8;6;0.00;4;True;cloudy;20.20;88.00;6.00;192
1865;2012-01-04;1;8;0.00;3;True;clear;-7.06;44.00;9.00;315
1866;2012-07-24;7;21;0.00;2;True;clear;26.78;66.00;15.00;378
1867;2012-09-27;9;6;0.00;4;True;clear;18.32;88.00;6.00;169
1868;2012-10-22;10;7;0.00;1;True;clear;9.86;66.00;6.00;452
1869;2012-02-12;2;21;0.00;0;False;clear;-1.42;43.00;20.00;36
1870;2012-11-15;11;9;0.00;4;True;cloudy;7.04;61.00;13.00;323
1871;2012-04-21;4;4;0.00;6;False;clear;15.50;82.00;17.00;9
1872;2012-08-19;8;17;0.00;0;False;cloudy;22.08;78.00;7.00;343
1873;2012-09-10;9;13;0.00;1;True;clear;22.08;38.00;15.00;323
1874;2012-09-16;9;10;0.00;0;False;clear;21.14;50.00;7.00;490
1875;2012-01-03;1;13;0.00;2;True;clear;0.46;34.00;44.00;73
1876;2012-10-05;10;1;0.00;5;True;clear;17.38;68.00;7.00;46
1877;2012-08-18;8;16;0.00;6;False;clear;27.72;37.00;17.00;641
1878;2012-04-17;4;18;0.00;2;True;clear;22.08;25.00;19.00;775
1879;2012-01-13;1;20;0.00;5;True;clear;3.28;41.00;11.00;136
1880;2012-01-23;1;19;0.00;1;True;cloudy;4.22;93.00;11.00;220
1881;2012-03-05;3;3;0.00;1;True;clear;2.34;51.00;11.00;1
1882;2012-07-14;7;6;0.00;6;False;cloudy;22.08;78.00;6.00;35
1883;2012-11-29;11;0;0.00;4;True;clear;3.28;56.00;6.00;29
1884;2012-03-25;3;11;0.00;0;False;cloudy;10.80;94.00;17.00;323
1885;2012-07-29;7;0;0.00;0;False;clear;23.02;89.00;9.00;188
1886;2012-02-04;2;9;0.00;6;False;clear;3.28;81.00;9.00;157
1887;2012-04-19;4;3;0.00;4;True;cloudy;11.74;77.00;0.00;4
1888;2012-01-19;1;17;0.00;4;True;cloudy;4.22;44.00;22.00;385
1889;2012-11-24;11;8;0.00;6;False;cloudy;4.22;44.00;31.00;62
1890;2012-10-17;10;20;0.00;3;True;clear;15.50;72.00;9.00;414
1891;2012-04-06;4;13;0.00;5;True;clear;12.68;33.00;22.00;411
1892;2012-05-20;5;5;0.00;0;False;clear;15.50;72.00;7.00;8
1893;2012-02-07;2;2;0.00;2;True;clear;6.10;61.00;0.00;4
1894;2012-04-02;4;23;0.00;1;True;clear;12.68;35.00;11.00;66
1895;2012-12-05;12;10;0.00;3;True;cloudy;12.68;47.00;24.00;141
1896;2012-08-14;8;19;0.00;2;True;clear;27.72;66.00;13.00;627
1897;2012-12-13;12;6;0.00;4;True;clear;4.22;56.00;17.00;114
1898;2012-04-13;4;11;0.00;5;True;clear;13.62;36.00;9.00;233
1899;2012-10-28;10;5;0.00;0;False;cloudy;15.50;63.00;20.00;28
1900;2012-10-15;10;16;0.00;1;True;clear;18.32;64.00;20.00;447
1901;2012-04-17;4;1;0.00;2;True;clear;22.08;57.00;11.00;11
1902;2012-10-19;10;17;0.00;5;True;light rain/snow;21.14;69.00;24.00;425
1903;2012-05-17;5;9;0.00;4;True;clear;17.38;52.00;28.00;346
1904;2012-11-13;11;4;0.00;2;True;cloudy;8.92;81.00;26.00;9
1905;2012-10-07;10;9;0.00;0;False;light rain/snow;10.80;71.00;9.00;86
1906;2012-12-15;12;16;0.00;6;False;clear;10.80;50.00;9.00;413
1907;2012-06-03;6;9;0.00;0;False;clear;20.20;46.00;13.00;300
1908;2012-07-12;7;6;0.00;4;True;clear;22.08;73.00;6.00;178
1909;2012-07-13;7;14;0.00;5;True;cloudy;29.60;38.00;0.00;369
1910;2012-07-03;7;4;0.00;2;True;clear;23.96;65.00;7.00;6
1911;2012-07-14;7;9;0.00;6;False;clear;23.02;74.00;13.00;282
1912;2012-03-31;3;2;0.00;6;False;cloudy;11.74;77.00;17.00;69
1913;2012-01-23;1;16;0.00;1;True;cloudy;3.28;93.00;11.00;122
1914;2012-08-16;8;17;0.00;4;True;clear;30.54;34.00;13.00;897
1915;2012-07-26;7;15;0.00;4;True;clear;35.24;42.00;20.00;238
1916;2012-08-24;8;6;0.00;5;True;cloudy;21.14;83.00;0.00;151
1917;2012-03-28;3;3;0.00;3;True;clear;7.98;42.00;22.00;5
1918;2012-07-12;7;0;0.00;4;True;cloudy;23.96;61.00;0.00;56
1919;2012-10-17;10;12;0.00;3;True;cloudy;16.44;48.00;11.00;332
1920;2012-09-26;9;7;0.00;3;True;clear;17.38;77.00;9.00;532
1921;2012-10-08;10;19;1.00;1;False;cloudy;10.80;71.00;17.00;371
1922;2012-07-20;7;2;0.00;5;True;cloudy;23.02;89.00;6.00;19
1923;2012-09-21;9;22;0.00;5;True;clear;20.20;73.00;13.00;295
1924;2012-02-29;2;14;0.00;3;True;cloudy;8.92;93.00;24.00;56
1925;2012-05-25;5;7;0.00;5;True;cloudy;21.14;88.00;11.00;359
1926;2012-02-11;2;3;0.00;6;False;light rain/snow;3.28;87.00;15.00;9
1927;2012-05-15;5;4;0.00;2;True;light rain/snow;18.32;94.00;0.00;5
1928;2012-11-17;11;13;0.00;6;False;clear;11.74;38.00;17.00;525
1929;2012-01-21;1;22;0.00;6;False;cloudy;0.46;74.00;20.00;59
1930;2012-12-15;12;15;0.00;6;False;clear;11.74;47.00;0.00;447
1931;2012-10-22;10;8;0.00;1;True;clear;12.68;67.00;0.00;728
1932;2012-07-15;7;5;0.00;0;False;clear;23.96;89.00;9.00;9
1933;2012-09-12;9;5;0.00;3;True;clear;15.50;72.00;6.00;48
1934;2012-07-18;7;4;0.00;3;True;clear;25.84;70.00;9.00;6
1935;2012-08-21;8;20;0.00;2;True;clear;22.08;73.00;0.00;358
1936;2012-08-03;8;5;0.00;5;True;clear;23.02;83.00;11.00;37
1937;2012-08-10;8;19;0.00;5;True;clear;27.72;62.00;19.00;492
1938;2012-06-10;6;19;0.00;0;False;clear;30.54;28.00;19.00;375
1939;2012-07-26;7;7;0.00;4;True;clear;24.90;74.00;17.00;495
1940;2012-12-30;12;4;0.00;0;False;cloudy;4.22;56.00;15.00;7
1941;2012-10-02;10;5;0.00;2;True;cloudy;18.32;83.00;9.00;43
1942;2012-01-11;1;1;0.00;3;True;clear;3.28;87.00;6.00;7
1943;2012-05-27;5;11;0.00;0;False;clear;25.84;66.00;15.00;519
1944;2012-10-17;10;11;0.00;3;True;cloudy;15.50;51.00;6.00;234
1945;2012-02-27;2;10;0.00;1;True;clear;7.04;45.00;17.00;104
1946;2012-06-22;6;22;0.00;5;True;clear;23.96;69.00;9.00;197
1947;2012-12-11;12;22;0.00;2;True;clear;6.10;56.00;15.00;106
1948;2012-04-15;4;18;0.00;0;False;clear;24.90;42.00;17.00;479
1949;2012-05-04;5;1;0.00;5;True;clear;20.20;78.00;7.00;48
1950;2012-08-08;8;16;0.00;3;True;cloudy;29.60;49.00;19.00;441
1951;2012-08-01;8;5;0.00;3;True;cloudy;22.08;78.00;9.00;49
1952;2012-01-15;1;2;0.00;0;False;cloudy;-0.48;47.00;19.00;43
1953;2012-10-22;10;22;0.00;1;True;clear;13.62;82.00;9.00;183
1954;2012-04-27;4;11;0.00;5;True;clear;12.68;38.00;22.00;233
1955;2012-08-09;8;12;0.00;4;True;clear;31.48;44.00;7.00;277
1956;2012-03-22;3;15;0.00;4;True;clear;21.14;69.00;13.00;304
1957;2012-11-18;11;23;0.00;0;False;clear;8.92;66.00;15.00;59
1958;2012-10-23;10;7;0.00;2;True;cloudy;12.68;77.00;7.00;531
1959;2012-05-27;5;17;0.00;0;False;clear;28.66;49.00;20.00;522
1960;2012-01-06;1;17;0.00;5;True;clear;13.62;36.00;15.00;476
1961;2012-06-24;6;23;0.00;0;False;clear;26.78;58.00;7.00;87
1962;2012-04-05;4;19;0.00;4;True;clear;14.56;31.00;17.00;487
1963;2012-07-16;7;11;0.00;1;True;clear;31.48;53.00;15.00;182
1964;2012-02-16;2;8;0.00;4;True;cloudy;6.10;70.00;6.00;498
1965;2012-04-18;4;2;0.00;3;True;cloudy;15.50;42.00;13.00;9
1966;2012-05-10;5;2;0.00;4;True;cloudy;14.56;88.00;7.00;3
1967;2012-03-03;3;3;0.00;6;False;cloudy;8.92;93.00;11.00;21
1968;2012-02-15;2;7;0.00;3;True;cloudy;6.10;65.00;13.00;321
1969;2012-05-06;5;10;0.00;0;False;cloudy;17.38;77.00;7.00;333
1970;2012-04-22;4;13;0.00;0;False;light rain/snow;9.86;82.00;24.00;52
1971;2012-12-18;12;0;0.00;2;True;cloudy;12.68;94.00;9.00;18
1972;2012-07-20;7;4;0.00;5;True;cloudy;23.02;89.00;11.00;9
1973;2012-05-29;5;22;0.00;2;True;cloudy;21.14;88.00;6.00;55
1974;2012-09-07;9;15;0.00;5;True;clear;29.60;55.00;17.00;331
1975;2012-08-25;8;22;0.00;6;False;clear;21.14;83.00;24.00;182
1976;2012-08-07;8;16;0.00;2;True;light rain/snow;27.72;66.00;19.00;445
1977;2012-07-28;7;13;0.00;6;False;clear;32.42;41.00;19.00;498
1978;2012-12-02;12;9;0.00;0;False;cloudy;5.16;93.00;11.00;172
1979;2012-03-31;3;12;0.00;6;False;clear;14.56;67.00;0.00;621
1980;2012-02-10;2;5;0.00;5;True;clear;3.28;52.00;15.00;17
1981;2012-06-18;6;5;0.00;1;True;light rain/snow;16.44;83.00;9.00;23
1982;2012-11-30;11;7;0.00;5;True;clear;2.34;80.00;0.00;352
1983;2012-03-29;3;9;;4;True;clear;14.56;48.00;28.00;321
1984;2012-08-30;8;11;0.00;4;True;clear;27.72;40.00;6.00;276
1985;2012-10-02;10;18;0.00;2;True;light rain/snow;21.14;94.00;6.00;687
1986;2012-06-05;6;2;0.00;2;True;light rain/snow;16.44;72.00;20.00;8
1987;2012-05-11;5;14;0.00;5;True;clear;21.14;23.00;15.00;334
1988;2012-12-08;12;18;0.00;6;False;clear;10.80;87.00;7.00;304
1989;2012-07-03;7;14;0.00;2;True;clear;34.30;25.00;13.00;310
1990;2012-02-13;2;15;0.00;1;True;clear;8.92;27.00;9.00;155
1991;2012-06-09;6;13;0.00;6;False;clear;30.54;24.00;19.00;585
1992;2012-12-08;12;15;0.00;6;False;clear;11.74;82.00;11.00;541
1993;2012-01-11;1;0;0.00;3;True;clear;4.22;81.00;0.00;28
1994;2012-11-22;11;3;1.00;4;False;clear;3.28;75.00;7.00;6
1995;2012-09-15;9;22;0.00;6;False;clear;18.32;52.00;0.00;279
1996;2012-12-16;12;12;0.00;0;False;cloudy;9.86;82.00;13.00;417
1997;2012-04-17;4;19;0.00;2;True;clear;20.20;26.00;17.00;537
1998;2012-11-26;11;21;0.00;1;True;clear;7.98;49.00;0.00;181
1999;2012-04-21;4;2;0.00;6;False;clear;16.44;77.00;9.00;81
2000;2012-12-29;12;6;0.00;6;False;cloudy;4.22;70.00;7.00;7
2001;2012-10-08;10;6;1.00;1;False;clear;7.98;76.00;7.00;59
2002;2012-11-26;11;11;0.00;1;True;clear;10.80;37.00;20.00;130
2003;2012-12-04;12;19;0.00;2;True;clear;14.56;67.00;15.00;460
2004;2012-08-31;8;15;0.00;5;True;clear;34.30;27.00;20.00;526
2005;2012-06-16;6;4;0.00;6;False;clear;17.38;68.00;9.00;8
2006;2012-04-30;4;15;0.00;1;True;cloudy;16.44;55.00;7.00;231
2007;2012-09-23;9;4;0.00;0;False;clear;13.62;55.00;15.00;10
2008;2012-08-16;8;7;0.00;4;True;clear;22.08;69.00;15.00;464
2009;2012-04-02;4;14;0.00;1;True;clear;13.62;31.00;28.00;268
2010;2012-01-07;1;5;0.00;6;False;clear;4.22;75.00;7.00;9
2011;2012-10-08;10;2;1.00;1;False;clear;7.98;81.00;13.00;15
2012;2012-05-03;5;0;0.00;4;True;cloudy;14.56;82.00;15.00;90
2013;2012-11-13;11;15;0.00;2;True;clear;10.80;40.00;20.00;217
2014;2012-11-12;11;12;1.00;1;False;clear;18.32;64.00;15.00;419
2015;2012-11-12;11;16;1.00;1;False;clear;18.32;64.00;11.00;434
2016;2012-06-02;6;12;0.00;6;False;clear;21.14;43.00;24.00;668
2017;2012-09-19;9;9;0.00;3;True;clear;17.38;60.00;17.00;362
2018;2012-05-09;5;14;0.00;3;True;cloudy;22.08;53.00;17.00;243
2019;2012-08-01;8;14;0.00;3;True;clear;30.54;46.00;11.00;263
2020;2012-10-03;10;12;0.00;3;True;cloudy;24.90;70.00;7.00;358
2021;2012-08-07;8;5;0.00;2;True;clear;24.90;79.00;7.00;36
2022;2012-05-28;5;7;1.00;1;False;clear;21.14;78.00;7.00;67
2023;2012-06-28;6;9;0.00;4;True;clear;24.90;54.00;11.00;351
2024;2012-04-26;4;1;0.00;4;True;cloudy;14.56;48.00;6.00;23
2025;2012-11-30;11;2;0.00;5;True;clear;3.28;75.00;0.00;12
2026;2012-05-10;5;19;0.00;4;True;clear;17.38;37.00;24.00;553
2027;2012-06-26;6;7;0.00;2;True;clear;16.44;52.00;24.00;552
2028;2012-11-28;11;20;0.00;3;True;clear;7.04;36.00;9.00;263
2029;2012-04-17;4;17;0.00;2;True;clear;22.08;25.00;20.00;781
2030;2012-10-18;10;15;0.00;4;True;cloudy;20.20;60.00;13.00;353
2031;2012-04-07;4;5;0.00;6;False;clear;7.04;33.00;11.00;2
2032;2012-08-10;8;12;0.00;5;True;cloudy;26.78;66.00;24.00;315
2033;2012-11-04;11;19;0.00;0;False;clear;8.92;-21.00;17.00;227
2034;2012-08-30;8;23;0.00;4;True;clear;24.90;74.00;7.00;152
2035;2012-03-12;3;21;0.00;1;True;cloudy;17.38;56.00;15.00;205
2036;2012-04-26;4;9;0.00;4;True;light rain/snow;13.62;88.00;11.00;201
2037;2012-09-04;9;8;0.00;2;True;clear;24.90;84.00;11.00;632
2038;2012-11-21;11;12;0.00;3;True;clear;12.68;41.00;13.00;344
2039;2012-03-06;3;8;0.00;2;True;clear;-0.48;59.00;7.00;501
2040;2012-09-09;9;15;0.00;0;False;clear;25.84;32.00;17.00;696
2041;2012-04-12;4;14;0.00;4;True;clear;15.50;31.00;22.00;224
2042;2012-05-28;5;20;1.00;1;False;clear;28.66;62.00;20.00;317
2043;2012-09-25;9;16;0.00;2;True;clear;23.02;39.00;20.00;495
2044;2012-06-21;6;5;0.00;4;True;clear;24.90;84.00;7.00;40
2045;2012-01-09;1;6;0.00;1;True;cloudy;2.34;60.00;9.00;88
2046;2012-01-02;1;8;1.00;1;False;clear;3.28;35.00;17.00;53
2047;2012-12-07;12;14;0.00;5;True;cloudy;8.92;71.00;11.00;215
2048;2012-07-22;7;4;0.00;0;False;clear;20.20;88.00;0.00;16
2049;2012-07-16;7;14;0.00;1;True;clear;33.36;42.00;7.00;212
2050;2012-09-25;9;12;0.00;2;True;clear;21.14;43.00;19.00;302
2051;2012-03-03;3;17;0.00;6;False;clear;15.50;23.00;22.00;385
2052;2012-09-11;9;11;0.00;2;True;clear;22.08;33.00;6.00;247
2053;2012-01-07;1;6;0.00;6;False;clear;4.22;75.00;7.00;7
2054;2012-10-20;10;19;0.00;6;False;clear;15.50;45.00;9.00;345
2055;2012-04-28;4;2;0.00;6;False;clear;8.92;43.00;11.00;57
2056;2012-12-01;12;16;0.00;6;False;cloudy;9.86;66.00;0.00;443
2057;2012-08-07;8;0;0.00;2;True;clear;24.90;84.00;13.00;47
2058;2012-11-11;11;20;0.00;0;False;clear;12.68;62.00;11.00;200
2059;2012-07-17;7;14;0.00;2;True;clear;36.18;29.00;17.00;214
2060;2012-06-14;6;7;0.00;4;True;clear;20.20;60.00;19.00;506
2061;2012-11-07;11;17;0.00;3;True;cloudy;7.04;53.00;26.00;517
2062;2012-08-08;8;19;0.00;3;True;clear;27.72;66.00;15.00;686
2063;2012-03-15;3;6;0.00;4;True;clear;12.68;72.00;6.00;117
2064;2012-10-15;10;21;0.00;1;True;clear;16.44;59.00;22.00;206
2065;2012-09-09;9;14;0.00;0;False;clear;25.84;30.00;19.00;647
2066;2012-03-24;3;21;0.00;6;False;light rain/snow;12.68;100.00;13.00;104
2067;2012-06-26;6;2;0.00;2;True;clear;18.32;43.00;19.00;9
2068;2012-10-01;10;4;0.00;1;True;clear;11.74;82.00;7.00;10
2069;2012-01-18;1;16;0.00;3;True;clear;5.16;30.00;35.00;176
2070;2012-06-22;6;0;0.00;5;True;cloudy;27.72;70.00;7.00;93
2071;2012-01-11;1;13;0.00;3;True;light rain/snow;7.04;76.00;0.00;65
2072;2012-09-16;9;20;0.00;0;False;clear;20.20;53.00;7.00;324
2073;2012-12-07;12;23;0.00;5;True;cloudy;8.92;93.00;6.00;122
2074;2012-04-06;4;14;0.00;5;True;clear;14.56;29.00;26.00;490
2075;2012-01-21;1;0;0.00;6;False;light rain/snow;-0.48;64.00;15.00;24
2076;2012-11-12;11;6;1.00;1;False;clear;9.86;87.00;7.00;71
2077;2012-07-25;7;7;0.00;3;True;clear;23.02;50.00;22.00;507
2078;2012-02-25;2;7;0.00;6;False;clear;5.16;45.00;30.00;23
2079;2012-04-15;4;1;0.00;0;False;cloudy;17.38;56.00;11.00;106
2080;2012-03-24;3;18;0.00;6;False;light rain/snow;13.62;94.00;15.00;137
2081;2012-06-22;6;19;0.00;5;True;cloudy;27.72;55.00;35.00;362
2082;2012-12-04;12;17;0.00;2;True;clear;16.44;59.00;15.00;743
2083;2012-07-14;7;11;0.00;6;False;cloudy;25.84;70.00;7.00;439
2084;2012-06-10;6;2;0.00;0;False;clear;22.08;69.00;9.00;73
2085;2012-03-11;3;7;0.00;0;False;clear;2.34;69.00;9.00;17
2086;2012-07-27;7;21;0.00;5;True;clear;28.66;59.00;7.00;260
2087;2012-04-21;4;9;0.00;6;False;clear;17.38;77.00;11.00;331
2088;2012-11-21;11;16;0.00;3;True;clear;12.68;33.00;9.00;469
2089;2012-10-23;10;4;0.00;2;True;clear;11.74;77.00;7.00;7
2090;2012-05-02;5;21;0.00;3;True;clear;16.44;77.00;15.00;239
2091;2012-01-17;1;13;0.00;2;True;cloudy;9.86;76.00;22.00;103
2092;2012-02-11;2;2;0.00;6;False;light rain/snow;4.22;81.00;13.00;26
2093;2012-04-08;4;23;0.00;0;False;clear;15.50;39.00;17.00;51
2094;2012-01-11;1;23;0.00;3;True;light rain/snow;7.98;87.00;15.00;9
2095;2012-08-23;8;11;0.00;4;True;clear;27.72;48.00;6.00;278
2096;2012-12-17;12;3;0.00;1;True;cloudy;8.92;93.00;0.00;3
2097;2012-01-12;1;12;0.00;4;True;cloudy;7.98;81.00;7.00;144
2098;2012-08-16;8;1;0.00;4;True;clear;22.08;73.00;0.00;21
2099;2012-08-22;8;11;0.00;3;True;clear;25.84;58.00;6.00;267
2100;2012-05-03;5;13;0.00;4;True;clear;20.20;69.00;13.00;265
2101;2012-06-17;6;7;0.00;0;False;clear;16.44;72.00;6.00;48
2102;2012-07-22;7;7;0.00;0;False;cloudy;21.14;83.00;0.00;38
2103;2012-12-17;12;16;0.00;1;True;light rain/snow;10.80;94.00;17.00;302
2104;2012-06-08;6;3;0.00;5;True;clear;17.38;60.00;6.00;8
2105;2012-08-23;8;5;0.00;4;True;clear;21.14;83.00;0.00;37
2106;2012-07-12;7;10;0.00;4;True;clear;26.78;48.00;11.00;214
2107;2012-07-30;7;8;0.00;1;True;cloudy;25.84;74.00;7.00;751
2108;2012-01-12;1;23;0.00;4;True;clear;10.80;76.00;22.00;67
2109;2012-01-07;1;13;0.00;6;False;clear;12.68;44.00;13.00;445
2110;2012-08-29;8;14;0.00;3;True;clear;27.72;40.00;6.00;301
2111;2012-03-10;3;22;0.00;6;False;clear;4.22;44.00;11.00;100
2112;2012-03-27;3;11;0.00;2;True;clear;6.10;31.00;11.00;175
2113;2012-05-20;5;4;0.00;0;False;clear;16.44;68.00;6.00;16
2114;2012-01-20;1;23;0.00;5;True;light rain/snow;-0.48;64.00;15.00;38
2115;2012-12-14;12;12;0.00;5;True;clear;8.92;50.00;13.00;273
2116;2012-09-25;9;8;0.00;2;True;clear;14.56;67.00;13.00;805
2117;2012-03-01;3;16;0.00;4;True;clear;19.26;32.00;20.00;361
2118;2012-02-20;2;6;1.00;1;False;clear;3.28;52.00;28.00;10
2119;2012-05-02;5;10;0.00;3;True;cloudy;19.26;83.00;7.00;175
2120;2012-11-15;11;13;0.00;4;True;cloudy;9.86;54.00;7.00;217
2121;2012-05-27;5;21;0.00;0;False;light rain/snow;23.02;69.00;28.00;143
2122;2012-12-01;12;19;0.00;6;False;cloudy;7.04;81.00;0.00;249
2123;2012-04-29;4;0;0.00;0;False;light rain/snow;8.92;81.00;9.00;36
2124;2012-03-14;3;3;0.00;3;True;clear;14.56;72.00;13.00;4
2125;2012-04-21;4;16;0.00;6;False;clear;24.90;42.00;22.00;639
2126;2012-08-09;8;10;0.00;4;True;clear;29.60;55.00;15.00;205
2127;2012-04-30;4;9;0.00;1;True;cloudy;10.80;43.00;13.00;268
2128;2012-03-09;3;16;0.00;5;True;clear;14.56;23.00;28.00;343
2129;2012-01-28;1;20;0.00;6;False;clear;10.80;35.00;26.00;120
2130;2012-04-24;4;11;0.00;2;True;clear;13.62;31.00;26.00;184
2131;2012-09-02;9;13;0.00;0;False;light rain/snow;25.84;74.00;6.00;493
2132;2012-10-07;10;0;0.00;0;False;clear;12.68;62.00;11.00;127
2133;2012-06-01;6;14;0.00;5;True;light rain/snow;25.84;66.00;19.00;254
2134;2012-10-23;10;5;0.00;2;True;clear;12.68;77.00;6.00;50
2135;2012-04-27;4;8;0.00;5;True;clear;10.80;50.00;0.00;592
2136;2012-05-12;5;16;0.00;6;False;cloudy;24.90;21.00;13.00;591
2137;2012-07-15;7;23;0.00;0;False;clear;25.84;79.00;9.00;91
2138;2012-06-25;6;0;0.00;1;True;clear;25.84;62.00;17.00;68
2139;2012-10-07;10;16;0.00;0;False;light rain/snow;10.80;82.00;11.00;333
2140;2012-06-28;6;1;0.00;4;True;clear;23.02;54.00;0.00;25
2141;2012-01-01;1;2;0.00;0;False;clear;7.04;76.00;0.00;75
2142;2012-07-23;7;22;0.00;1;True;clear;26.78;62.00;13.00;209
2143;2012-08-12;8;5;0.00;0;False;clear;22.08;61.00;13.00;10
2144;2012-01-05;1;0;0.00;4;True;cloudy;2.34;47.00;13.00;14
2145;2012-10-23;10;8;0.00;2;True;cloudy;13.62;72.00;6.00;761
2146;2012-02-13;2;7;0.00;1;True;clear;-3.30;54.00;13.00;195
2147;2012-03-07;3;22;0.00;3;True;clear;13.62;59.00;20.00;159
2148;2012-01-25;1;18;0.00;3;True;clear;7.04;66.00;9.00;439
2149;2012-01-11;1;8;0.00;3;True;clear;1.40;82.00;7.00;499
2150;2012-06-23;6;22;0.00;6;False;clear;26.78;37.00;7.00;279
2151;2012-07-15;7;0;0.00;0;False;clear;23.96;89.00;11.00;187
2152;2012-11-02;11;20;0.00;5;True;cloudy;8.92;46.00;28.00;221
2153;2012-07-04;7;16;1.00;3;False;clear;35.24;35.00;17.00;389
2154;2012-06-06;6;3;0.00;3;True;clear;13.62;82.00;0.00;8
2155;2012-12-10;12;5;0.00;1;True;cloudy;9.86;94.00;7.00;27
2156;2012-02-11;2;21;0.00;6;False;clear;-1.42;43.00;43.00;48
2157;2012-08-22;8;21;0.00;3;True;clear;22.08;73.00;0.00;351
2158;2012-04-24;4;19;0.00;2;True;clear;15.50;18.00;17.00;482
2159;2012-11-07;11;16;0.00;3;True;cloudy;7.04;53.00;24.00;273
2160;2012-05-19;5;20;0.00;6;False;clear;23.96;41.00;6.00;315
2161;2012-02-07;2;8;0.00;2;True;clear;6.10;49.00;0.00;529
2162;2012-02-19;2;7;0.00;0;False;cloudy;3.28;52.00;19.00;14
2163;2012-03-04;3;18;0.00;0;False;clear;7.04;33.00;41.00;184
2164;2012-03-15;3;23;0.00;4;True;clear;14.56;72.00;13.00;97
2165;2012-02-18;2;23;0.00;6;False;cloudy;8.92;40.00;26.00;74
2166;2012-09-01;9;2;0.00;6;False;clear;24.90;70.00;11.00;69
2167;2012-04-12;4;20;0.00;4;True;clear;12.68;33.00;17.00;280
2168;2012-07-15;7;7;0.00;0;False;clear;24.90;79.00;6.00;47
2169;2012-12-25;12;22;1.00;2;False;cloudy;6.10;70.00;11.00;19
2170;2012-12-27;12;4;0.00;4;True;cloudy;3.28;87.00;22.00;3
